deltaTimeS|cameraDistance|lod_level
0.004634701|3.100587|0
0.004913797|3.092718|0
0.004553104|3.085054|0
0.005291397|3.078534|0
0.006346103|3.071741|0
0.006216001|3.06472|0
0.005210799|3.058924|0
0.005402998|3.054825|0
0.005875999|3.051389|0
0.0052357|3.048616|0
0.006791504|3.04691|0
0.006044997|3.045983|0
0.008213003|3.045983|0
0.006788995|3.045983|0
0.0056866|3.045983|0
0.005786402|3.045983|0
0.006030804|3.045983|0
0.0126566|3.045983|0
0.0151965|3.045983|0
0.0118145|3.045983|0
0.005865101|3.045983|0
0.005079705|3.045983|0
0.004667694|3.045983|0
0.004978402|3.045983|0
0.005078203|3.045983|0
0.005438896|3.045983|0
0.006039803|3.045983|0
0.0053589|3.045983|0
0.006035296|3.045983|0
0.005005903|3.045983|0
0.0053956|3.045983|0
0.0052232|3.045983|0
0.005000297|3.045983|0
0.005018105|3.045983|0
0.005034701|3.045983|0
0.005429797|3.045983|0
0.005634198|3.045983|0
0.005507001|3.045983|0
0.009137202|3.045983|0
0.005490795|3.045983|0
0.004940306|3.045983|0
0.004919296|3.045983|0
0.005452502|3.045983|0
0.005076502|3.045983|0
0.005020196|3.045983|0
0.005358503|3.045983|0
0.005055095|3.045983|0
0.005365802|3.045983|0
0.0054768|3.045983|0
0.004785403|3.045983|0
0.005230797|3.045983|0
0.0048884|3.045983|0
0.0061125|3.045983|0
0.004898902|3.045983|0
0.005547598|3.045983|0
0.005106406|3.045983|0
0.004833|3.045983|0
0.005727799|3.045983|0
0.005487096|3.045983|0
0.005530704|3.045983|0
0.005415101|3.045983|0
0.004668495|3.045983|0
0.004651601|3.045983|0
0.005208397|3.045983|0
0.005344204|3.045983|0
0.005016901|3.045983|0
0.0064224|3.045983|0
0.005705697|3.045983|0
0.005940703|3.045983|0
0.005842397|3.045983|0
0.005597201|3.045983|0
0.005232802|3.045983|0
0.005113797|3.045983|0
0.004713705|3.045983|0
0.004942999|3.045983|0
0.0045857|3.045983|0
0.005042701|3.045983|0
0.006227395|3.045983|0
0.004605201|3.045983|0
0.004487302|3.045983|0
0.004650404|3.045983|0
