deltaTimeS;cameraDistance;cameraPosition;cameraSpeed (from position);rotationAngularSpeed;;;DeltaTime ;FPS;;;;;;
0.005411302|6.320076|(-4.45, 3.30, 3.04)|0
0.004636501|6.359024|(-4.50, 3.30, 3.05)|0
0.0044322|6.396453|(-4.55, 3.30, 3.05)|0
0.004135098|6.431542|(-4.59, 3.31, 3.06)|0
0.0034991|6.461353|(-4.63, 3.31, 3.07)|0
0.003453897|6.490888|(-4.66, 3.31, 3.07)|0
0.003446103|6.520459|(-4.70, 3.31, 3.08)|0
0.003445897|6.550129|(-4.73, 3.32, 3.08)|0
0.003594402|6.581184|(-4.77, 3.32, 3.09)|0
0.003735502|6.613568|(-4.81, 3.32, 3.10)|0
0.003574497|6.644658|(-4.84, 3.33, 3.11)|0
0.003642106|6.676435|(-4.88, 3.33, 3.12)|0
0.003720798|6.708999|(-4.91, 3.33, 3.13)|0
0.0039607|6.743773|(-4.95, 3.33, 3.14)|0
0.004037096|6.779329|(-4.99, 3.34, 3.15)|0
0.004682802|6.820715|(-5.04, 3.34, 3.16)|0
0.003816001|6.85454|(-5.07, 3.34, 3.17)|0
0.003666001|6.887122|(-5.11, 3.35, 3.18)|0
0.0037197|6.920266|(-5.15, 3.35, 3.19)|0
0.003482802|6.951373|(-5.18, 3.35, 3.21)|0
0.003387599|6.981698|(-5.21, 3.35, 3.22)|0
0.005606696|7.03205|(-5.26, 3.36, 3.24)|0
0.003581803|7.064298|(-5.30, 3.36, 3.25)|0
0.004034396|7.100708|(-5.33, 3.36, 3.26)|0
0.003718403|7.13434|(-5.37, 3.37, 3.28)|0
0.003647903|7.167405|(-5.40, 3.37, 3.29)|0
0.004551602|7.208762|(-5.44, 3.37, 3.31)|0
0.003633298|7.241846|(-5.48, 3.38, 3.32)|0
0.003553699|7.274267|(-5.51, 3.38, 3.34)|0
0.003671797|7.30783|(-5.54, 3.38, 3.35)|0
0.003501502|7.33988|(-5.57, 3.38, 3.37)|0
0.0043536|7.379766|(-5.61, 3.39, 3.39)|0
0.003904301|7.415572|(-5.65, 3.39, 3.41)|0
0.004268297|7.454752|(-5.69, 3.39, 3.42)|0
0.004206505|7.493402|(-5.72, 3.40, 3.44)|0
0.003770897|7.528082|(-5.76, 3.40, 3.46)|0
0.005146903|7.575462|(-5.80, 3.40, 3.48)|0
0.004891497|7.620541|(-5.85, 3.41, 3.50)|0
0.003980003|7.657254|(-5.88, 3.41, 3.52)|0
0.004271995|7.696695|(-5.92, 3.41, 3.54)|0
0.004000801|7.733664|(-5.96, 3.42, 3.55)|0
0.0040652|7.771258|(-5.99, 3.42, 3.57)|0
0.003886302|7.807227|(-6.03, 3.42, 3.59)|0
0.003603196|7.8406|(-6.06, 3.43, 3.60)|0
0.004634006|7.883555|(-6.10, 3.43, 3.62)|0
0.004121294|7.92179|(-6.14, 3.43, 3.64)|0
0.003858603|7.957614|(-6.18, 3.43, 3.66)|0
0.0034071|7.989268|(-6.21, 3.44, 3.67)|0
0.003686501|8.02354|(-6.24, 3.44, 3.69)|0
0.003713896|8.058089|(-6.27, 3.44, 3.71)|0
0.003499001|8.090661|(-6.30, 3.45, 3.72)|0
0.003810601|8.126157|(-6.34, 3.45, 3.74)|0
0.003820401|8.161767|(-6.37, 3.45, 3.75)|0
0.003792503|8.19714|(-6.41, 3.45, 3.77)|0
0.003562897|8.230392|(-6.44, 3.46, 3.79)|0
0.003400702|8.26215|(-6.47, 3.46, 3.80)|0
0.0036125|8.295904|(-6.50, 3.46, 3.82)|0
0.003727997|8.330758|(-6.54, 3.47, 3.83)|0
0.003597605|8.364413|(-6.57, 3.47, 3.85)|0
0.003771096|8.399713|(-6.60, 3.47, 3.86)|0
0.003925602|8.43648|(-6.64, 3.47, 3.88)|0
0.0037831|8.471933|(-6.67, 3.48, 3.90)|0
0.003661302|8.506265|(-6.70, 3.48, 3.91)|0
0.003605301|8.54009|(-6.74, 3.48, 3.93)|0
0.004144898|8.579|(-6.77, 3.49, 3.95)|0
0.004550099|8.621741|(-6.81, 3.49, 3.97)|0
0.004005903|8.659394|(-6.85, 3.49, 3.98)|0
0.003958595|8.696623|(-6.89, 3.49, 4.00)|0
0.004026098|8.734509|(-6.92, 3.50, 4.02)|0
0.004069005|8.772819|(-6.96, 3.50, 4.03)|0
0.0035482|8.806243|(-6.99, 3.50, 4.05)|0
0.003641397|8.840562|(-7.02, 3.51, 4.07)|0
0.003683298|8.875293|(-7.06, 3.51, 4.08)|0
0.0036536|8.90976|(-7.09, 3.51, 4.10)|0
0.003587004|8.943616|(-7.12, 3.51, 4.11)|0
0.003651899|8.9781|(-7.15, 3.52, 4.13)|0
0.003698101|9.013037|(-7.19, 3.52, 4.14)|0
0.0039964|9.050809|(-7.22, 3.52, 4.16)|0
0.003655201|9.085373|(-7.26, 3.53, 4.18)|0
0.003373994|9.117292|(-7.29, 3.53, 4.19)|0
0.004540405|9.160266|(-7.33, 3.53, 4.21)|0
0.003900595|9.197203|(-7.36, 3.54, 4.23)|0
0.0070303|9.26382|(-7.43, 3.54, 4.26)|0
0.005413605|9.314321|(-7.47, 3.54, 4.28)|0
0.0139332|9.438902|(-7.59, 3.55, 4.34)|0
0.004385197|9.4776|(-7.63, 3.56, 4.36)|0
0.004164498|9.513872|(-7.66, 3.56, 4.37)|0
0.0041259|9.549336|(-7.70, 3.56, 4.39)|0
0.004516801|9.587595|(-7.73, 3.57, 4.41)|0
0.004514399|9.625267|(-7.77, 3.57, 4.42)|0
0.005114399|9.667217|(-7.81, 3.57, 4.44)|0
0.003815901|9.698112|(-7.84, 3.58, 4.46)|0
0.004279003|9.732245|(-7.87, 3.58, 4.47)|0
0.0040134|9.76381|(-7.90, 3.58, 4.49)|0
0.003540795|9.791308|(-7.92, 3.58, 4.50)|0
0.003920203|9.821321|(-7.95, 3.58, 4.51)|0
0.004507901|9.855264|(-7.98, 3.59, 4.53)|0
0.003672499|9.882539|(-8.01, 3.59, 4.54)|0
0.003864399|9.910819|(-8.04, 3.59, 4.55)|0
0.003660303|9.937229|(-8.06, 3.59, 4.56)|0
0.003737599|9.963803|(-8.09, 3.60, 4.58)|0
0.003849802|9.990758|(-8.11, 3.60, 4.59)|0
0.0038331|10.01718|(-8.14, 3.60, 4.60)|0
0.004316801|10.04641|(-8.16, 3.60, 4.61)|0
0.005914094|10.08547|(-8.20, 3.61, 4.63)|0
0.004968601|10.11758|(-8.23, 3.61, 4.65)|0
0.004992304|10.14915|(-8.26, 3.61, 4.66)|0
0.006228394|10.18742|(-8.30, 3.61, 4.68)|0
0.005163003|10.2184|(-8.33, 3.62, 4.69)|0
0.006699199|10.25731|(-8.36, 3.62, 4.71)|0
0.007178898|10.29754|(-8.40, 3.62, 4.73)|0
0.004660402|10.32304|(-8.42, 3.62, 4.74)|0
0.006100602|10.35536|(-8.45, 3.63, 4.75)|0
0.007312096|10.39257|(-8.49, 3.63, 4.77)|0
0.005649702|10.42041|(-8.52, 3.63, 4.78)|0
0.004783|10.44333|(-8.54, 3.63, 4.79)|0
0.004698901|10.46521|(-8.56, 3.64, 4.80)|0
0.0084858|10.50266|(-8.59, 3.64, 4.82)|0
0.004774199|10.52308|(-8.61, 3.64, 4.83)|0
0.005651297|10.54634|(-8.63, 3.64, 4.84)|0
0.004253203|10.56333|(-8.65, 3.64, 4.85)|0
0.004652997|10.58129|(-8.67, 3.65, 4.85)|0
0.004423406|10.5978|(-8.68, 3.65, 4.86)|0
0.005256697|10.61663|(-8.70, 3.65, 4.87)|0
0.004785197|10.63311|(-8.71, 3.65, 4.88)|0
0.004379705|10.64765|(-8.73, 3.65, 4.88)|0
0.005809396|10.66596|(-8.75, 3.65, 4.89)|0
0.006925503|10.68641|(-8.76, 3.65, 4.90)|0
0.005407299|10.70153|(-8.78, 3.65, 4.91)|0
0.0050116|10.71483|(-8.79, 3.66, 4.91)|0
0.005322002|10.72813|(-8.80, 3.66, 4.92)|0
0.005867496|10.74181|(-8.82, 3.66, 4.93)|0
0.007563003|10.75778|(-8.83, 3.66, 4.93)|0
0.005229698|10.76804|(-8.84, 3.66, 4.94)|0
0.004764697|10.77674|(-8.85, 3.66, 4.94)|0
0.004810006|10.78485|(-8.86, 3.66, 4.95)|0
0.004966199|10.79251|(-8.86, 3.66, 4.95)|0
0.004471301|10.79883|(-8.87, 3.66, 4.95)|0
0.005772598|10.80603|(-8.88, 3.66, 4.96)|0
0.004938102|10.81149|(-8.88, 3.66, 4.96)|0
0.004857901|10.81618|(-8.89, 3.66, 4.96)|0
0.005213499|10.82042|(-8.89, 3.66, 4.96)|0
0.004700595|10.82361|(-8.89, 3.66, 4.96)|0
0.0043678|10.82603|(-8.90, 3.66, 4.96)|0
0.004725602|10.82799|(-8.90, 3.66, 4.97)|0
0.004858801|10.82933|(-8.90, 3.66, 4.97)|0
0.0045009|10.82999|(-8.90, 3.66, 4.97)|0
0.004967099|10.83|(-8.90, 3.66, 4.97)|0
0.005929202|10.83|(-8.90, 3.66, 4.97)|0
0.004721294|10.83|(-8.90, 3.66, 4.97)|0
0.004652005|10.83|(-8.90, 3.66, 4.97)|0
0.004716496|10.83|(-8.90, 3.66, 4.97)|0
0.004364803|10.83|(-8.90, 3.66, 4.97)|0
0.004131399|10.83|(-8.90, 3.66, 4.97)|0
0.004600999|10.83|(-8.90, 3.66, 4.97)|0
0.004420699|10.83|(-8.90, 3.66, 4.97)|0
0.004510303|10.83|(-8.90, 3.66, 4.97)|0
0.005441001|10.83|(-8.90, 3.66, 4.97)|0
0.005155499|10.83|(-8.90, 3.66, 4.97)|0
0.004654301|10.83|(-8.90, 3.66, 4.97)|0
0.004360601|10.83|(-8.90, 3.66, 4.97)|0
0.004695897|10.83|(-8.90, 3.66, 4.97)|0
0.0056437|10.83|(-8.90, 3.66, 4.97)|0
0.0047143|10.83|(-8.90, 3.66, 4.97)|0
0.005116298|10.83|(-8.90, 3.66, 4.97)|0
0.004935105|10.83|(-8.90, 3.66, 4.97)|0
0.004242396|10.83|(-8.90, 3.66, 4.97)|0
0.004952997|10.83|(-8.90, 3.66, 4.97)|0
0.005021606|10.83|(-8.90, 3.66, 4.97)|0
0.005963995|10.83|(-8.90, 3.66, 4.97)|0
0.004518799|10.83|(-8.90, 3.66, 4.97)|0
0.004557405|10.83|(-8.90, 3.66, 4.97)|0
0.004906895|10.83|(-8.90, 3.66, 4.97)|0
0.004733404|10.83|(-8.90, 3.66, 4.97)|0
0.004329401|10.83|(-8.90, 3.66, 4.97)|0
0.0045009|10.83|(-8.90, 3.66, 4.97)|0
0.004434495|10.83|(-8.90, 3.66, 4.97)|0
0.004771499|10.83|(-8.90, 3.66, 4.97)|0
0.004284899|10.83|(-8.90, 3.66, 4.97)|0
0.0104729|10.83|(-8.90, 3.66, 4.97)|0
0.005862401|10.83|(-8.90, 3.66, 4.97)|0
0.0075116|10.83|(-8.90, 3.66, 4.97)|0
0.006279103|10.83|(-8.90, 3.66, 4.97)|0
0.004828196|10.83|(-8.90, 3.66, 4.97)|0
0.005330201|10.83|(-8.90, 3.66, 4.97)|0
0.004945599|10.83|(-8.90, 3.66, 4.97)|0
0.004612103|10.83|(-8.90, 3.66, 4.97)|0
0.0043866|10.83|(-8.90, 3.66, 4.97)|0
0.005884496|10.83|(-8.90, 3.66, 4.97)|0
0.005088202|10.83|(-8.90, 3.66, 4.97)|0
0.005014803|10.83|(-8.90, 3.66, 4.97)|0
0.0045661|10.83|(-8.90, 3.66, 4.97)|0
0.0037089|10.83|(-8.90, 3.66, 4.97)|0
0.004313698|10.83|(-8.90, 3.66, 4.97)|0
0.004664697|10.83|(-8.90, 3.66, 4.97)|0
0.003770004|10.83|(-8.90, 3.66, 4.97)|0
0.003495302|10.83|(-8.90, 3.66, 4.97)|0
0.003763095|10.83|(-8.90, 3.66, 4.97)|0
0.0043349|10.83|(-8.90, 3.66, 4.97)|0
0.004719799|10.83|(-8.90, 3.66, 4.97)|0
0.003926205|10.83|(-8.90, 3.66, 4.97)|0
0.0039178|10.83|(-8.90, 3.66, 4.97)|0
0.004354599|10.83|(-8.90, 3.66, 4.97)|0
0.0038571|10.83|(-8.90, 3.66, 4.97)|0
0.003975702|10.83|(-8.90, 3.66, 4.97)|0
0.004369097|10.83|(-8.90, 3.66, 4.97)|0
0.003965398|10.83|(-8.90, 3.66, 4.97)|0
0.003629904|10.83|(-8.90, 3.66, 4.97)|0
0.003628401|10.83|(-8.90, 3.66, 4.97)|0
0.003586196|10.83|(-8.90, 3.66, 4.97)|0
0.003800702|10.83|(-8.90, 3.66, 4.97)|0
0.003764597|10.83|(-8.90, 3.66, 4.97)|0
0.004098505|10.83|(-8.90, 3.66, 4.97)|0
0.003623094|10.83|(-8.90, 3.66, 4.97)|0
0.003974504|10.83|(-8.90, 3.66, 4.97)|0
0.003907299|10.83|(-8.90, 3.66, 4.97)|0
0.003344402|10.83|(-8.90, 3.66, 4.97)|0
0.003696301|10.83|(-8.90, 3.66, 4.97)|0
0.003624497|10.83|(-8.90, 3.66, 4.97)|0
0.005514803|10.83|(-8.90, 3.66, 4.97)|0
0.005561097|10.83|(-8.90, 3.66, 4.97)|0
0.003818403|10.83|(-8.90, 3.66, 4.97)|0
0.004462698|10.83|(-8.90, 3.66, 4.97)|0
0.003645096|10.83|(-8.90, 3.66, 4.97)|0
0.005958|10.83|(-8.90, 3.66, 4.97)|0
0.005515901|10.83|(-8.90, 3.66, 4.97)|0
0.0040884|10.83|(-8.90, 3.66, 4.97)|0
0.004667999|10.83|(-8.90, 3.66, 4.97)|0
0.003938705|10.83|(-8.90, 3.66, 4.97)|0
0.003481399|10.83|(-8.90, 3.66, 4.97)|0
0.003450496|10.83|(-8.90, 3.66, 4.97)|0
0.003617404|10.83|(-8.90, 3.66, 4.97)|0
0.012551|10.83|(-8.90, 3.66, 4.97)|0
0.006006597|10.83|(-8.90, 3.66, 4.97)|0
0.004989704|10.83|(-8.90, 3.66, 4.97)|0
0.003770699|10.83|(-8.90, 3.66, 4.97)|0
0.003589498|10.83|(-8.90, 3.66, 4.97)|0
0.003633603|10.83|(-8.90, 3.66, 4.97)|0
0.004165597|10.83|(-8.90, 3.66, 4.97)|0
0.0044607|10.83|(-8.90, 3.66, 4.97)|0
0.003423703|10.83|(-8.90, 3.66, 4.97)|0
0.003429797|10.83|(-8.90, 3.66, 4.97)|0
0.003579103|10.83|(-8.90, 3.66, 4.97)|0
0.003432802|10.83|(-8.90, 3.66, 4.97)|0
0.003342297|10.83|(-8.90, 3.66, 4.97)|0
0.003416901|10.83|(-8.90, 3.66, 4.97)|0
0.003494799|10.83|(-8.90, 3.66, 4.97)|0
0.003875999|10.83|(-8.90, 3.66, 4.97)|0
0.0156105|10.83|(-8.90, 3.66, 4.97)|0
0.01999999|10.04988|(0.00, 1.00, -10.00)|9000.004
0.01999999|10.04988|(0.00, 1.00, -10.00)|0
0.0295266|10.04988|(0.00, 1.00, -10.00)|0
0.0130484|10.04988|(0.00, 1.00, -10.00)|0
0.1123556|10.04988|(0.00, 1.00, -10.00)|0
0.0050054|10.04988|(0.00, 1.00, -10.00)|0
0.009347803|10.04988|(0.00, 1.00, -10.00)|0
0.0128931|10.04988|(0.00, 1.00, -10.00)|0
0.012243|10.04988|(0.00, 1.00, -10.00)|0
0.0113137|10.04988|(0.00, 1.00, -10.00)|0
0.0110195|10.04988|(0.00, 1.00, -10.00)|0
0.0112005|10.04988|(0.00, 1.00, -10.00)|0
0.0110855|10.04988|(0.00, 1.00, -10.00)|0
0.0113372|10.04988|(0.00, 1.00, -10.00)|0
0.0109621|10.04988|(0.00, 1.00, -10.00)|0
0.0112913|10.04988|(0.00, 1.00, -10.00)|0
0.0110029|10.04988|(0.00, 1.00, -10.00)|0
0.0177992|10.04988|(0.00, 1.00, -10.00)|0
0.0111611|10.04988|(0.00, 1.00, -10.00)|0
0.0113434|10.04988|(0.00, 1.00, -10.00)|0
0.01117171|10.04988|(0.00, 1.00, -10.00)|0
0.0109787|10.04988|(0.00, 1.00, -10.00)|0
0.0109044|10.04988|(0.00, 1.00, -10.00)|0
0.011165|10.04988|(0.00, 1.00, -10.00)|0
0.01090869|10.04988|(0.00, 1.00, -10.00)|0
0.0111212|10.04988|(0.00, 1.00, -10.00)|0
0.008428401|10.04988|(0.00, 1.00, -10.00)|0
0.0090098|10.04988|(0.00, 1.00, -10.00)|0
0.009647796|10.04988|(0.00, 1.00, -10.00)|0
0.005522399|10.04988|(0.00, 1.00, -10.00)|0
0.004442701|10.04988|(0.00, 1.00, -10.00)|0
0.004506002|10.04988|(0.00, 1.00, -10.00)|0
0.005678699|10.04988|(0.00, 1.00, -10.00)|0
0.0044652|10.04988|(0.00, 1.00, -10.00)|0
0.004789803|10.04988|(0.00, 1.00, -10.00)|0
0.0042304|10.04988|(0.00, 1.00, -10.00)|0
0.004036501|10.04988|(0.00, 1.00, -10.00)|0
0.004923498|10.04988|(0.00, 1.00, -10.00)|0
0.005427998|10.04988|(0.00, 1.00, -10.00)|0
0.006038704|10.04988|(0.00, 1.00, -10.00)|0
0.005291901|10.04988|(0.00, 1.00, -10.00)|0
0.006368899|10.04988|(0.00, 1.00, -10.00)|0
0.004791695|10.04988|(0.00, 1.00, -10.00)|0
0.005103904|10.04988|(0.00, 1.00, -10.00)|0
0.005387797|10.04988|(0.00, 1.00, -10.00)|0
0.0054384|10.04988|(0.00, 1.00, -10.00)|0
0.0054652|10.04988|(0.00, 1.00, -10.00)|0
0.005862302|10.04988|(0.00, 1.00, -10.00)|0
0.005341398|10.04988|(0.00, 1.00, -10.00)|0
0.004508801|10.04988|(0.00, 1.00, -10.00)|0
0.004316702|10.04988|(0.00, 1.00, -10.00)|0
0.004166001|10.04988|(0.00, 1.00, -10.00)|0
0.004026502|10.04988|(0.00, 1.00, -10.00)|0
0.004263896|10.04988|(0.00, 1.00, -10.00)|0
0.004708801|10.04988|(0.00, 1.00, -10.00)|0
0.004512897|10.04988|(0.00, 1.00, -10.00)|0
0.004458305|10.04988|(0.00, 1.00, -10.00)|0
0.004495698|10.04988|(0.00, 1.00, -10.00)|0
0.004368197|10.04988|(0.00, 1.00, -10.00)|0
0.004403401|10.04988|(0.00, 1.00, -10.00)|0
0.004478501|10.04988|(0.00, 1.00, -10.00)|0
0.004773902|10.04988|(0.00, 1.00, -10.00)|0
0.0044687|10.04988|(0.00, 1.00, -10.00)|0
0.005016901|10.04988|(0.00, 1.00, -10.00)|0
0.0045134|10.04988|(0.00, 1.00, -10.00)|0
0.004559|10.04988|(0.00, 1.00, -10.00)|0
0.004470096|10.04988|(0.00, 1.00, -10.00)|0
0.005129004|10.04988|(0.00, 1.00, -10.00)|0
0.005591901|10.04988|(0.00, 1.00, -10.00)|0
0.005093197|10.04988|(0.00, 1.00, -10.00)|0
0.004793899|10.04988|(0.00, 1.00, -10.00)|0
0.004470699|10.04988|(0.00, 1.00, -10.00)|0
0.004629606|10.04988|(0.00, 1.00, -10.00)|0
0.004637599|10.04988|(0.00, 1.00, -10.00)|0
0.005285899|10.04988|(0.00, 1.00, -10.00)|0
0.005400199|10.04988|(0.00, 1.00, -10.00)|0
0.005540299|10.04988|(0.00, 1.00, -10.00)|0
0.006543701|10.04988|(0.00, 1.00, -10.00)|0
0.004926099|10.04988|(0.00, 1.00, -10.00)|0
0.005332405|10.04988|(0.00, 1.00, -10.00)|0
0.005150298|10.04988|(0.00, 1.00, -10.00)|0
0.004975503|10.04988|(0.00, 1.00, -10.00)|0
0.005223498|10.04988|(0.00, 1.00, -10.00)|0
0.005169898|10.04988|(0.00, 1.00, -10.00)|0
0.005281704|10.04988|(0.00, 1.00, -10.00)|0
0.0052099|10.04988|(0.00, 1.00, -10.00)|0
0.004811501|10.04988|(0.00, 1.00, -10.00)|0
0.004771294|10.04988|(0.00, 1.00, -10.00)|0
0.005412004|10.04988|(0.00, 1.00, -10.00)|0
0.004607398|10.04988|(0.00, 1.00, -10.00)|0
0.004677799|10.04988|(0.00, 1.00, -10.00)|0
0.005072704|10.04988|(0.00, 1.00, -10.00)|0
0.004777098|10.04988|(0.00, 1.00, -10.00)|0
0.004972002|10.04988|(0.00, 1.00, -10.00)|0
0.005216801|10.04988|(0.00, 1.00, -10.00)|0
0.004968296|10.04988|(0.00, 1.00, -10.00)|0
0.004724299|10.04988|(0.00, 1.00, -10.00)|0
0.005142701|10.04988|(0.00, 1.00, -10.00)|0
0.011414|10.04988|(0.00, 1.00, -10.00)|0
0.006047598|10.04988|(0.00, 1.00, -10.00)|0
0.0057099|10.04988|(0.00, 1.00, -10.00)|0
0.005339605|10.04988|(0.00, 1.00, -10.00)|0
0.0048679|10.04988|(0.00, 1.00, -10.00)|0
0.005067396|10.04988|(0.00, 1.00, -10.00)|0
0.004597201|10.04988|(0.00, 1.00, -10.00)|0
0.005744898|10.04988|(0.00, 1.00, -10.00)|0
0.004978203|10.04988|(0.00, 1.00, -10.00)|0
0.006162599|10.04988|(0.00, 1.00, -10.00)|0
0.005405598|10.04988|(0.00, 1.00, -10.00)|0
0.005629202|10.04988|(0.00, 1.00, -10.00)|0
0.005862996|10.04988|(0.00, 1.00, -10.00)|0
0.005636905|10.04988|(0.00, 1.00, -10.00)|0
0.005566199|10.04988|(0.00, 1.00, -10.00)|0
0.005358199|10.04988|(0.00, 1.00, -10.00)|0
0.004824199|10.04988|(0.00, 1.00, -10.00)|0
0.004635799|10.04988|(0.00, 1.00, -10.00)|0
0.005678302|10.04988|(0.00, 1.00, -10.00)|0
0.0052982|10.04988|(0.00, 1.00, -10.00)|0
0.005536699|10.04988|(0.00, 1.00, -10.00)|0
0.006592503|10.04988|(0.00, 1.00, -10.00)|0
0.005305896|10.04988|(0.00, 1.00, -10.00)|0
0.004911203|10.04988|(0.00, 1.00, -10.00)|0
0.005581201|10.04988|(0.00, 1.00, -10.00)|0
0.0107342|10.04988|(0.00, 1.00, -10.00)|0
0.005744104|10.04988|(0.00, 1.00, -10.00)|0
0.005096195|10.04988|(0.00, 1.00, -10.00)|0
0.005112599|10.04988|(0.00, 1.00, -10.00)|0
0.005299405|10.04988|(0.00, 1.00, -10.00)|0
0.005217099|10.04988|(0.00, 1.00, -10.00)|0
0.005426297|10.04988|(0.00, 1.00, -10.00)|0
0.006211501|10.04988|(0.00, 1.00, -10.00)|0
0.005845904|10.04988|(0.00, 1.00, -10.00)|0
0.005779797|10.04988|(0.00, 1.00, -10.00)|0
0.005339597|10.04988|(0.00, 1.00, -10.00)|0
0.005511805|10.04988|(0.00, 1.00, -10.00)|0
0.005668594|10.04988|(0.00, 1.00, -10.00)|0
0.005338301|10.04988|(0.00, 1.00, -10.00)|0
0.006314605|10.04988|(0.00, 1.00, -10.00)|0
0.005604996|10.04988|(0.00, 1.00, -10.00)|0
0.005452303|10.04988|(0.00, 1.00, -10.00)|0
0.005360098|10.04988|(0.00, 1.00, -10.00)|0
0.005125801|10.04988|(0.00, 1.00, -10.00)|0
0.005019303|10.04988|(0.00, 1.00, -10.00)|0
0.005461295|10.04988|(0.00, 1.00, -10.00)|0
0.005056703|10.04988|(0.00, 1.00, -10.00)|0
0.005250801|10.04988|(0.00, 1.00, -10.00)|0
0.005208199|10.04988|(0.00, 1.00, -10.00)|0
0.005238697|10.04988|(0.00, 1.00, -10.00)|0
0.005358801|10.04988|(0.00, 1.00, -10.00)|0
0.004845798|10.04988|(0.00, 1.00, -10.00)|0
0.004839002|10.04988|(0.00, 1.00, -10.00)|0
0.004948498|10.04988|(0.00, 1.00, -10.00)|0
0.006449405|10.04988|(0.00, 1.00, -10.00)|0
0.005253997|10.04988|(0.00, 1.00, -10.00)|0
0.004849504|10.04988|(0.00, 1.00, -10.00)|0
0.005591199|10.04988|(0.00, 1.00, -10.00)|0
0.005158199|10.04988|(0.00, 1.00, -10.00)|0
0.004953798|10.04988|(0.00, 1.00, -10.00)|0
0.004875801|10.04988|(0.00, 1.00, -10.00)|0
0.005132603|10.04988|(0.00, 1.00, -10.00)|0
0.005212394|10.04988|(0.00, 1.00, -10.00)|0
0.005845203|10.04988|(0.00, 1.00, -10.00)|0
0.005528798|10.04988|(0.00, 1.00, -10.00)|0
0.005064506|10.04988|(0.00, 1.00, -10.00)|0
0.0049688|10.04988|(0.00, 1.00, -10.00)|0
0.005223696|10.04988|(0.00, 1.00, -10.00)|0
0.004976304|10.04988|(0.00, 1.00, -10.00)|0
0.006236295|10.04988|(0.00, 1.00, -10.00)|0
0.005613301|10.04988|(0.00, 1.00, -10.00)|0
0.004863804|10.04988|(0.00, 1.00, -10.00)|0
0.0055964|10.04988|(0.00, 1.00, -10.00)|0
0.0067696|10.04988|(0.00, 1.00, -10.00)|0
0.005226998|10.04988|(0.00, 1.00, -10.00)|0
0.005483099|10.04988|(0.00, 1.00, -10.00)|0
0.005714902|10.04988|(0.00, 1.00, -10.00)|0
0.0063054|10.04988|(0.00, 1.00, -10.00)|0
0.005554896|10.04988|(0.00, 1.00, -10.00)|0
0.005510502|10.04988|(0.00, 1.00, -10.00)|0
0.005407101|10.04988|(0.00, 1.00, -10.00)|0
0.005695195|10.04988|(0.00, 1.00, -10.00)|0
0.005302303|10.04988|(0.00, 1.00, -10.00)|0
0.006180598|10.04988|(0.00, 1.00, -10.00)|0
0.005248703|10.04988|(0.00, 1.00, -10.00)|0
0.005371202|10.04988|(0.00, 1.00, -10.00)|0
0.005067801|10.04988|(0.00, 1.00, -10.00)|0
0.005071599|10.04988|(0.00, 1.00, -10.00)|0
0.004698597|10.04988|(0.00, 1.00, -10.00)|0
0.005130399|10.04988|(0.00, 1.00, -10.00)|0
0.004924001|10.04988|(0.00, 1.00, -10.00)|0
0.005081101|10.04988|(0.00, 1.00, -10.00)|0
0.005380003|10.04988|(0.00, 1.00, -10.00)|0
0.005259098|10.04988|(0.00, 1.00, -10.00)|0
0.005611897|10.04988|(0.00, 1.00, -10.00)|0
0.005693998|10.04988|(0.00, 1.00, -10.00)|0
0.005238201|10.04988|(0.00, 1.00, -10.00)|0
0.005416397|10.04988|(0.00, 1.00, -10.00)|0
0.005117907|10.04988|(0.00, 1.00, -10.00)|0
0.005535495|10.04988|(0.00, 1.00, -10.00)|0
0.0052562|10.04988|(0.00, 1.00, -10.00)|0
0.005457001|10.04988|(0.00, 1.00, -10.00)|0
0.005044402|10.04988|(0.00, 1.00, -10.00)|0
0.005261798|10.04988|(0.00, 1.00, -10.00)|0
0.005665299|10.04988|(0.00, 1.00, -10.00)|0
0.005721202|10.04988|(0.00, 1.00, -10.00)|0
0.005955598|10.04988|(0.00, 1.00, -10.00)|0
0.005419501|10.04988|(0.00, 1.00, -10.00)|0
0.005425099|10.04988|(0.00, 1.00, -10.00)|0
0.005341298|10.04988|(0.00, 1.00, -10.00)|0
0.005212004|10.04988|(0.00, 1.00, -10.00)|0
0.005496095|10.04988|(0.00, 1.00, -10.00)|0
0.005176601|10.04988|(0.00, 1.00, -10.00)|0
0.004876998|10.04988|(0.00, 1.00, -10.00)|0
0.004872803|10.04988|(0.00, 1.00, -10.00)|0
0.0057982|10.04988|(0.00, 1.00, -10.00)|0
0.005532299|10.04988|(0.00, 1.00, -10.00)|0
0.0116177|10.04988|(0.00, 1.00, -10.00)|0
0.0106147|10.04988|(0.00, 1.00, -10.00)|0
0.005720302|10.04988|(0.00, 1.00, -10.00)|0
0.005087904|10.04988|(0.00, 1.00, -10.00)|0
0.005188697|10.04988|(0.00, 1.00, -10.00)|0
0.005278203|10.04988|(0.00, 1.00, -10.00)|0
0.0053804|10.04988|(0.00, 1.00, -10.00)|0
0.0055214|10.04988|(0.00, 1.00, -10.00)|0
0.005730598|10.04988|(0.00, 1.00, -10.00)|0
0.005705201|10.04988|(0.00, 1.00, -10.00)|0
0.005559098|10.04988|(0.00, 1.00, -10.00)|0
